Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
Kelvin Arase,Phoenix Rising,85.767,0.4802,0.4576,1.2831,1.0493,0.7495,0.5328,0.1221,0.043,0.0515,3.148,3.148,2.0987,2.0987,1,0.0176,0.1875,3.148,1.0493,2.0987,1,1.0493,19.9377,5.2467,0,0,0.0945,0,0.0945,1,10.4935,0,0,0,0,0.045,10.4935,,0.3333,0.25,0.75,0.6666,0.875,0.4375,0.3333,0.5,26.2338,9.1531,0,1.0493,0,2.0987,0,2.0987,,0,5.6269,5.3765,6.1814,,,56.6651,0,0,15.7403,1.0493,3.148,0,0,0,5.2467,2.0987,0.4,48.0115,,0,2.0987,3.148,0,0.4968,2.0987,0.2,3.148,6.2961,0.3157,0,1,3.148,0,2.0987,0,,1.0493,3.148,0.15,0,,1.0493,1,1.2649,,2.5298,0,1.0493,0,0.0125,6.2961,1.0493,1.0493,1.0493,4.1974,2.0987,4.1974,2.0987,1.0493,2.0987,4.5047,5.3765,5.1716,3.148,5.2467,0,0,0,1.0493,0,1.0493,0,0,0,0,0.1111,0.1111,1,1.0493,1.0493,20.987,3.148,3.148,0,2.0987,1.0493,0,0.3333,0.6666,20.987,6.2961,0,0.3,0.25,16.0794,0.45,20.987,1.0493,0,0.5,0.75,0,15.777,2.0987,0.7,23.0858,0,0.2,0.8,5.2467,0,18.3573,1.0493,0,16.6971,0,0,0,15.7403,0,1.0493,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.7372,1.0493,1.0493,1,0.0185,0,0,0.4802,1.2831,26
Aimar Oroz,Osasuna,3206.3063,0.0902,0.0683,0.0574,1.3473,0.175,0.0161,0.1005,0.0154,0.0367,4.6314,3.7332,5.2771,3.0876,0.5851,0.057,0.059,2.3859,1.0105,2.1894,0.3387,0.5894,21.1364,1.7122,0.842,0,0.3247,0,1.3352,0.7763,11.3962,0.1122,0.1122,0,0,0.0718,11.5085,0.2207,0.0536,0.0614,0.8715,0.8926,0.8822,0.4097,0.4395,0.4351,32.1117,7.3843,0.2806,1.9648,0.5696,2.2175,0.028,0.9543,0.1944,0,4.8492,4.9413,4.9164,0.1463,0.1282,74.8899,0,0,10.5822,1.7403,4.9402,2.835,0.0561,0.0049,6.9051,4.9402,0.7154,61.6658,,1.1227,0.7859,0.9262,1.0105,1.0636,4.5192,0.3965,4.3508,10.6664,0.5046,0,0.5238,1.7683,0.2245,0.0842,0.7578,0.4074,0.5894,1.0385,0.1062,1.5438,0.5612,2.3297,0.5886,3.3866,2.1855,2.8939,2.7508,3.9578,0.0486,0.0528,6.7928,0.1684,0.0561,0.0842,5.6139,2.1332,3.8455,1.9368,0.5613,1.2912,4.1066,3.6702,3.9052,2.6104,4.6595,0.1684,0.028,0.1122,2.0771,0.814,1.4315,0.7298,0.1684,0.421,0.2663,0.2192,0.1872,0.7294,2.3859,0.9824,31.4941,2.4982,3.0595,0.2245,0.0842,0.9543,0.1187,0.2446,0.6366,30.3433,15.6067,2.021,0.1585,0.1603,17.5522,0.6811,31.6906,0.7578,2.1613,0.3029,0.8246,0.6175,16.6947,1.4034,0.8011,30.1749,0.1431,0.2112,0.6455,11.9576,1.0947,17.6598,0.2806,1.1508,17.029,0.0561,0.1122,0.3087,26.1328,0.2245,1.7683,0.1684,0.3929,0,0.0842,0.3087,0.028,1,0,0.028,0.1403,0.0018,0.1964,0,0.1684,0.028,0.0851,0.1403,0.1122,0.1428,1.3192,1.0385,0.3191,0.0179,0.7578,1.2631,0.1122,0.0593,24
José Gragera,RC Deportivo La Coruña,633.191,0.0133,0.0468,0.0022,0.2842,0.0408,-0.0161,0.0371,-0.0006,-0.0008,1.7056,0.8528,3.8377,2.5584,0.6666,-0.0025,0.1111,0.4264,3.6955,1.2792,0.6842,1.8477,24.5897,4.6905,1.2792,0,0.0621,0,1.6257,0.7317,14.4979,0.1421,0.2842,0,0,0.0106,14.7822,0,0,0.1081,0.9914,1,1,0.6581,0.6666,0.6216,20.4677,4.1943,1.4213,0,0,0.2842,0,0.2842,0,0,6.6045,6.5984,6.5497,,,63.5353,0,0,16.9143,2.7006,2.4163,0.7106,0.2842,0.0196,8.5282,3.4112,0.4,44.8278,,1.7056,1.5635,3.127,1.5635,1.396,5.8276,0.4019,3.6955,5.1169,0.208,0,0.7096,4.4062,0,0,0,,0,0.1421,0.1376,0,0,0.7106,0.5555,4.1449,,4.1062,0.1421,1.2792,-0.0153,-0.0108,2.132,0.1421,0,0.1421,2.132,0,0.4264,0.8528,0,0.1421,5.2495,,6.0012,0,0.4264,0,0,0,2.132,0,0.5685,0.9949,0,0.2842,0.2,0.1875,0.1413,0.5,2.5584,0.1421,30.9859,5.8276,2.9848,0.2842,0,0.1421,0.0322,0.4516,0.5161,29.5645,4.4062,0.4264,0.1009,0.133,19.8122,0.766,30.9859,0.1421,0.4264,0.1697,0.8807,0.1421,17.1986,1.137,0.8918,23.4526,0.0526,0.421,0.5263,2.7006,0,18.8896,0,0,16.1518,0,0,0,27.2903,0.2842,2.4163,0,1.4213,0.2842,0,1.137,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.2842,0.1421,0,0.0044,0.1421,0,0.0133,0.0022,25
Henrique,Real Valladolid,375.2851,0.0105,0.0439,0.0058,0.2398,-0.0335,-0.0192,0.0606,-0.1304,0.0464,4.5565,0.2398,6.2352,3.1176,0.5,0.0412,0.3282,1.199,1.199,2.6379,0.5,0.4796,11.9908,2.6379,0.4796,0,0.2151,0,2.1336,0.6521,15.1085,0.7194,0.7194,0,0,0.039,15.8279,0.5,0.1538,0.234,0.9694,0.923,0.9787,0.8244,0.8461,0.8085,41.4884,5.5281,1.199,0.9592,0.5,1.4389,0,0.7194,0.3333,0,8.9657,7.3348,7.8288,,,100.4836,0,0,8.3936,0.9592,3.837,1.199,0,0,1.9185,1.6787,0.875,37.5013,,2.6379,1.6787,0.9592,1.9185,1.2991,5.5158,0.365,6.2352,2.3981,0.2,0,0.6666,1.4389,0,0,0.4796,0,0,0.4796,0.8155,0,0,0.9592,0.4444,1.8613,,2.887,0.7194,2.1583,-0.0077,-0.0015,1.4389,0.9592,0,0,1.4389,0,0.2398,1.4389,0,0.2398,10.2719,,6.3505,0,0.2398,0,0,0,1.6787,0,0.9592,0.2398,0,0,0.2142,0.1764,0.1585,0.375,3.837,0.4796,44.606,9.8325,5.5158,0.2398,0,0.4796,0.0243,0.3658,0.6097,42.9273,9.8325,0.7194,0.1213,0.2621,18.7349,0.6165,49.4024,0,0.9592,0.1213,0.8446,0.4796,16.1215,2.8778,0.76,40.5291,0.0344,0.2413,0.7241,6.9547,0,17.5195,0,0,17.6063,0,0.2398,0,41.7282,0.2398,3.3574,0.2398,1.4389,0.2398,0,1.199,0,,0,0,0.2398,0,4.7963,1.4389,0.9592,2.3981,0,0,0,0,0.2398,0,0,0.0023,0.2398,0.7194,0.0105,0.0058,31
Antony,Real Betis,1491.9582,0.1407,0.0542,0.1533,2.5939,0.3765,0.0321,0.212,0.0249,0.1063,6.1529,5.3687,8.4452,5.0671,0.6,0.104,0.156,5.0671,1.0254,2.0509,0.1428,0.1809,11.2804,2.7145,0.9048,0,-0.059,0,1.1473,0.6491,9.712,0,0,0,0,-0.0171,9.712,0.4186,0.1699,0.1711,0.9123,0.9331,0.9258,0.5423,0.6295,0.5817,50.4303,7.613,0.3619,1.5684,0.4,3.921,0.0603,2.3526,0.3506,0.0603,6.1177,6.5507,6.4296,0.2826,0.2325,110.6331,0,0,6.1529,1.2667,4.9465,2.7748,0.0603,0.0062,4.9465,3.559,0.7195,63.1612,,1.2064,0.9651,1.7493,1.2064,1.0665,3.4384,0.354,3.8003,6.3339,0.5614,0.0603,0.659,2.6542,0.1206,0.1206,2.7748,0.3478,0.5429,2.1113,0.8272,3.0161,0.5681,4.1623,0.6052,3.1295,2.5783,2.909,5.3084,6.8768,0.0957,0.0989,6.2133,0.6032,0.4222,0.4222,5.0068,2.4129,3.6797,2.2319,1.1461,1.4477,4.7635,5.17,4.6992,3.0764,4.5242,0.0603,0,0.0603,3.6194,1.9906,2.8352,1.0254,0.3016,0.7238,0.2573,0.2266,0.2074,0.5217,2.7748,1.9906,45.3028,3.74,2.7145,0.4222,0.1206,1.8097,0.1575,0.1239,0.7184,43.8551,28.7139,4.6449,0.1896,0.1233,15.9331,0.687,46.449,1.3271,5.1878,0.1649,0.8168,0.4222,15.3333,1.6287,0.7244,47.2332,0.1963,0.0994,0.7041,23.0435,2.5939,15.1936,0.5429,2.7748,15.2728,0.1809,0.1809,0.9651,37.9434,0.4222,2.3526,0.8445,0.6635,0.0603,0.3619,0.2412,0,,0,0.1809,0.5429,0.0266,1.1461,0,0.8445,0.3016,0.1162,0.3016,0.3016,0.2582,2.5939,2.0509,0.3953,0.0234,1.2064,1.5684,0.1407,0.1799,25
Rodrygo,Real Madrid,2078.8625,0.1812,0.0775,0.1205,2.3378,0.2286,-0.0265,0.2087,0.0256,0.0165,6.061,8.1823,5.4981,3.8963,0.7086,0.0389,0.1311,3.2902,0.4762,1.9914,0.3181,0.303,13.7238,1.8615,0.6493,0,0.1345,0,0.7406,0.8,9.6543,0.0865,0.0865,0,0,0.0444,9.7409,0.5982,0.1148,0.1267,0.9256,0.9267,0.9341,0.601,0.5762,0.6,46.9728,7.3354,0.2164,1.2554,0.573,3.853,0,1.6451,0.3157,0.0432,6.2574,6.1611,6.2859,0.3809,0.1071,108.492,0,0,8.0957,0.9524,2.9439,1.6451,0.0432,0.0044,3.5933,2.814,0.7831,61.2129,,0.7359,0.6061,1.2554,0.6061,0.8095,3.0305,0.3139,3.2902,7.1866,0.5236,0,0.659,1.9048,0,0.2164,3.6798,0.2941,1.342,2.078,0.0884,1.9914,0.6571,3.3768,0.7222,3.6086,3.0558,3.3783,3.0305,4.6756,0.0295,0.0362,7.4896,0.4762,0.303,0.3463,5.9311,3.4634,5.1518,2.4244,1.2987,1.9048,4.4435,4.4613,4.3881,4.4158,6.4073,0.1298,0.0865,0.1298,2.9872,1.342,2.5109,0.8658,0.3463,0.6493,0.1639,0.1475,0.1401,0.4054,3.2036,1.8615,47.1892,2.1646,3.2036,0.0865,0.2164,1.2554,0.1496,0.1836,0.6666,43.2496,28.0538,2.4676,0.175,0.1435,15.5999,0.6814,47.9685,1.8183,4.8488,0.1489,0.8664,0.303,14.0203,0.5628,0.8545,47.2758,0.1663,0.184,0.6495,24.4604,1.2122,14.4573,0.9524,1.8183,13.1236,0.6061,0,1.0823,41.5611,0.0865,2.9006,2.5109,1.4286,0.0432,0.9524,0.4329,0,,0,0.6061,2.3811,0.0354,0.7792,0,0.5195,0.2597,0.1111,0.2597,0.2597,0.1724,2.3378,1.775,0.3703,0.0215,0.6493,2.2079,0.1812,0.156,24
Conor Gallagher,Atlético Madrid,1782.0472,0.114,0.1026,0.0561,1.111,0.13,-0.006,0.1091,0.0324,-0.01,3.4847,2.9797,5.0503,2.8282,0.56,0.0345,0.0988,2.3231,1.8181,2.5251,0.3571,0.505,22.6256,3.3837,1.4141,0,-0.0322,0,0.7252,0.7368,10.3532,0.1515,0.1515,0,0,-0.0112,10.5047,0.3225,0.0635,0.0954,0.8672,0.8323,0.8693,0.5221,0.4855,0.5251,40.5039,4.8767,0.808,1.2625,0.5,2.0201,0,1.01,0.3103,0.0505,5.6189,5.1627,5.6112,0.1875,0.2,97.8761,0,0,14.8985,1.4141,5.2018,2.5251,0.2525,0.0243,8.7371,4.3938,0.5028,54.9586,,0.9595,0.8585,2.5251,0.7575,0.8335,2.8787,0.278,4.2928,9.4946,0.4196,0,0.641,3.9392,0.101,0.1515,0.707,0.2857,0.303,0.606,0.087,0.9595,0.5757,1.7171,0.6071,3.5992,2.4947,3.1368,1.6666,2.8282,0.0253,0.0327,5.5554,0.0505,0.0505,0.0505,4.2423,1.6666,2.9292,1.5656,0.505,0.909,3.7173,3.6714,3.6884,2.2726,3.7877,0.101,0,0,2.1716,0.6565,1.313,0.707,0.101,0.303,0.1918,0.1403,0.1288,0.5476,2.1211,0.4545,42.5241,7.727,3.1817,0.2525,0.1515,0.4545,0.1192,0.2526,0.628,41.918,14.3935,1.4646,0.1729,0.1647,16.1658,0.6623,42.9281,0.6565,1.5656,0.1905,0.8576,0.606,16.2788,2.7272,0.7901,39.4433,0.1473,0.2142,0.6383,11.3128,0.7575,15.6616,0.202,0.808,14.956,0.0505,0.101,0.202,36.8172,0.2525,1.5151,0.0505,0.4545,0.1515,0,0.303,0,,0,0,0.101,0,0.404,0.0505,0.1515,0.202,0.1363,0.1515,0.1515,0.116,1.111,0.9595,0.1818,0.0113,0.606,1.01,0.114,0.0561,25
Kirian Rodríguez,Las Palmas,1877.1703,0.0918,0.0912,0.0404,1.0068,0.156,0.0193,0.068,0.0557,0.0149,5.6574,1.1986,10.9313,7.4313,0.6798,0.0367,0.1308,1.1027,0.5753,1.0068,0.3437,0.5273,14.7189,1.8218,1.1506,0,0.1613,0,1.3119,0.7303,13.9518,0.1917,0.3356,0,0,0.0378,14.2874,0.2127,0.0636,0.1185,0.8997,0.8454,0.8917,0.586,0.4636,0.5489,45.3555,4.7317,0.815,0.6232,0.7272,0.5273,0,0.1438,0.1463,0,6.1924,5.231,5.8463,0.0588,0.0625,119.6215,0,0,7.6711,1.5342,4.7944,2.2054,0.2397,0.0171,6.0889,3.0205,0.496,52.5319,,1.3903,0.6232,1.1986,1.1506,1.4649,4.267,0.3058,4.2191,6.0889,0.4136,0,0.5102,2.3492,0.0958,0.1438,0.5273,0.1818,0.0479,0.7671,0.0683,0.815,0.3953,3.9314,0.6456,4.0653,3.1726,4.0193,2.0616,6.0889,-0.0033,0.0227,5.4656,0.1438,0.0479,0.0479,4.4108,0.7671,2.6369,2.1575,0.2876,1.0547,4.4756,3.8082,3.9809,1.1027,3.3561,0.3835,0,0.1917,6.041,0.6712,3.404,2.3492,0.0958,1.0547,0.344,0.276,0.2072,0.6226,5.0821,0.6232,58.1566,11.4587,6.6163,0.5753,0.1438,0.5273,0.0588,0.3425,0.5986,56.2868,13.8559,1.9657,0.1119,0.2057,17.9356,0.6823,58.2525,0.2397,2.2533,0.2362,0.8576,0.7191,15.7462,4.1711,0.8257,50.2937,0.0796,0.2885,0.6318,9.6368,0.7671,17.3012,0.0479,0.815,15.8533,0.0479,0.2876,0.0958,49.9581,0.5753,4.3629,0.2397,1.5821,0.2397,0.0958,1.2465,0,,0,0.0958,0.2876,0.0014,0.0958,0,0,0.0958,0,0,0,0.0983,1.0068,0.6232,0.3809,0.0084,0.6232,0.3835,0.0918,0.0418,29
Karifa Yao,Rhode Island,2532.3739,0.0323,0.1138,0.0067,0.2843,0.0848,-0.0068,0.0291,0.0516,0.0064,1.7414,1.4571,6.2795,3.1124,0.4956,0.0217,0.6574,0.1776,1.0661,0.7818,0.7456,3.0208,7.4633,1.8125,0.2132,0.1421,-0.0713,0,0.746,0.7012,8.4584,0,0,0,0.1421,-0.026,8.4584,0,0,0.4571,0.9814,1,0.9714,0.9043,0.6,0.8285,27.8631,4.4443,3.8738,0.1066,0.8571,0.2487,0.0355,0.0355,0,0,12.2513,5.7926,10.4711,0,0,78.1519,0,0,4.3713,4.0515,1.8836,0.4264,0.7463,0.0882,2.7721,1.1017,0.3974,36.358,,0.8529,0.6041,1.2083,0.8174,0.8008,2.7365,0.3235,3.6961,1.4571,0.1952,0,0.85,1.4215,0.1776,0,0.0355,1,0.1776,0.071,0.144,0.0546,1,0.3822,0.7777,4.2163,3.891,6.2077,0.0546,0.4914,0.0007,0.0035,0.1638,0,0,0,0.1638,0.0546,0.0546,0.0546,0.0546,0.0546,4.545,5.7697,5.7697,0.0546,0.0546,0.1092,0,0,2.2934,0.0546,0.3276,0.9828,0,0.273,0.1111,0.1578,0.2049,0.5109,4.8689,0.071,39.4136,20.8618,3.5184,0.1066,0,0.071,0.0322,0.4919,0.4758,38.3829,4.4069,0.2132,0.0306,0.243,23.0082,0.7263,39.4846,0.2843,0.2132,0.135,0.8487,0.462,20.3583,2.9853,0.6866,29.3558,0.0461,0.3538,0.6,2.31,0.0355,21.3853,0.1776,0.0355,19.1265,0,0.0355,0.0355,33.514,0.1066,4.4069,0,0.8884,0.4975,0,0.3909,0,,0,0,0,0,0.071,0.0355,0,0.0355,0,0,0,0.0547,0.2843,0.0355,0.375,0.0036,0.0355,0.2132,0.0323,0.0067,25
Tommy McCabe,Loudoun United,2937.1826,0.0328,0.0412,0.0387,0.7966,0.0472,-0.0362,0.0507,-0.026,0.0439,6.3121,1.0418,9.784,6.7642,0.6913,0.0604,0.2746,0.5209,0.9192,0.4902,0.4464,0.766,11.2454,1.4707,0.766,0,0.0151,0,1.1488,0.6666,11.0922,0.1532,0.2451,0,0,0.0044,11.3373,0.0847,0.2017,0.2536,0.9585,0.9561,0.9637,0.7288,0.728,0.7536,41.8257,3.6475,1.5014,0.2757,0.5,0.1838,0,0.0919,0.0877,0,7.8353,7.1765,7.7478,0,0,110.8,0,0,5.8831,1.7159,3.3399,1.8384,0.1225,0.011,5.1477,2.9415,0.5714,53.1576,,1.3482,0.6128,0.8579,1.1337,1.0783,3.4012,0.3066,3.9834,4.8107,0.4277,0,0.5283,1.624,0.1532,0,0.1838,0,0.2144,0.8886,0.188,1.0871,0.6428,3.2009,0.6625,4.6186,4.4165,4.5261,1.691,4.8316,0.013,0.0352,3.0801,0,0,0,2.8385,0.1811,0.9663,1.2079,0.0603,0.4831,4.9223,5.0028,5.1749,0.1811,1.0267,0.4831,0.0603,0.1207,5.3148,0.9663,2.7177,3.0801,0.3623,1.389,0.2456,0.2366,0.2032,0.6683,6.1896,0.8886,55.3693,13.6967,7.8136,0.0919,0,0.8886,0.0599,0.322,0.6179,52.7648,16.3626,1.7465,0.0876,0.2018,20.481,0.7104,55.5532,0.2757,1.8078,0.1323,0.8918,0.3983,16.4817,2.5432,0.8166,47.0348,0.0709,0.2695,0.6595,12.9614,0.5209,19.6462,0.1532,0.5515,16.8004,0.0306,0.0306,0,49.5474,0.0919,5.7912,0,2.5738,0.7047,0.0612,1.8078,0,,0,0,0.0612,0,0.1838,0,0.1225,0.0612,0,0,0,0.0008,0.7966,0.4596,0.1538,0.0071,0.5821,0.0919,0.0328,0.0387,27
Sergi Cardona,Villarreal,3233.0599,0.0685,0.1173,0.1259,0.5845,0.2777,-0.0288,0.0494,0.0357,0.2138,3.0621,2.9507,8.2955,4.3983,0.5302,0.0896,0.3038,1.0299,1.364,0.8072,0.5584,1.197,14.0022,3.9529,1.2248,0.0278,-0.1315,0.0278,0.8984,0.7131,11.0236,0.167,0.1948,0,0,-0.0366,11.2184,0.5819,0.269,0.3088,0.9701,0.949,0.9568,0.787,0.7563,0.7775,26.8909,4.7831,2.1434,0.3062,0.32,0.6959,0.0278,0.4732,0.614,0,8.4007,7.6312,8.1966,0.5192,0.5869,80.9233,0,0,8.6295,2.1434,3.1734,1.3918,0.2783,0.0252,4.1477,2.8115,0.6778,43.1125,,1.2248,1.9486,2.0042,1.0299,0.8899,3.591,0.3257,4.5931,4.5653,0.326,0,0.6206,3.2291,0.3062,0.167,2.4775,0.3707,0.334,1.1134,0.6977,1.3083,0.4947,2.3105,0.546,3.2654,2.4635,3.0706,2.6445,4.2312,0.0646,0.0759,2.0878,0.4453,0.334,0.4453,1.8372,1.4753,1.7815,1.2526,1.0299,1.2248,6.6169,6.5997,6.6345,1.6424,2.0321,0.1391,0,0.0278,2.9786,0.7516,1.5032,1.1134,0.1948,0.5289,0.3187,0.2867,0.2623,0.4592,3.758,0.9743,35.1864,11.0514,2.9507,0.0835,0.1391,0.8907,0.1014,0.1407,0.7577,34.574,13.4454,3.1734,0.1195,0.1947,19.2222,0.6856,41.4498,0.9464,3.3961,0.1423,0.783,0.501,17.5031,2.7559,0.7216,26.9744,0.1419,0.123,0.735,8.8244,1.2805,18.0805,0.2783,1.4475,16.6351,0.167,0.0556,0.9186,32.4584,0.0835,3.2569,0,0.5845,0.1948,0.0556,0.334,0,,0.0278,0.0556,0.2226,0.0152,6.2634,1.7537,1.6424,2.8672,0.0476,0.0278,0.0278,0.0491,0.5845,0.2505,0.2857,0.0072,0.1113,0.2226,0.0685,0.1411,26
Álex Remiro,Real Sociedad,3529.5144,0,,0,0,0.0238,0,0.0355,0.0009,0.0937,0.7139,0,3.9778,1.6829,0.423,0.0134,0.8266,0,0,0.1529,,0,0.0509,0,0.0509,5.9668,-0.0551,4.0798,0.9138,0.6935,10.4546,0.1274,0.1529,2.2439,1.8869,-0.0174,10.6076,0,,,0.9963,,,0.9799,,,19.2264,4.5614,0.0509,0,,0,0.1019,0,0,0,16.6244,,,,,59.2347,-0.1072,0,0.0254,0,3.0344,0,0,0,0.0254,0,0,10.76,14.7527,1.0964,0,0,0.9689,0.8786,3.1619,0.3024,3.9523,0,0,0,0,0.0509,0,0,0,,0,0.0254,0.0986,0,,0,,3.9373,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.2039,0,0,0.9434,0,0,0.6119,0,0,,,0.2068,0.4648,15.58,0.0254,32.8175,32.4605,3.4423,0,0,0,0,0.8965,0.1034,24.0967,1.4789,0.1529,0,0.3916,39.2283,0.6083,32.8175,0,0.2039,0.1709,0.7334,2.8304,38.1084,5.5843,0.6772,17.8749,0,0.75,0.25,0.2039,0,30.3253,0,0,29.0975,0,0,0,24.0713,0,12.7496,0,2.7539,2.6264,0,0.1274,0,,0,0.0254,0.0509,0.0006,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0.0006,30
