Position,Name,Team,Age,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV,Average SRI,Average SRI F2,Average SRI F3,BRIS 10m%,BRIS 2m%,BRIS 5m%,BRIS F2 10m%,BRIS F2 2m%,BRIS F2 5m%,BRIS F3 10m%,BRIS F3 2m%,BRIS F3 5m%,LBP,LBP Completed,LBP Completed %,LBP Completed F2,LBP Completed F2%,LBP Completed F3,LBP Completed F3%,LBP F2,LBP F3,LBP OBV,LBP OBV F2,LBP OBV F3,LBP/Pass%,LBP/Pass F2%,LBP/Pass F3%,LBP Received,LBP Received F2,LBP Received F3,LBP Avg Dist,LBP Avg Dist in F2,LBP Avg Dist in F3,LBP Received 10m,LBP Received 10m in F2,LBP Received 10m in F3,LBP Received 2m,LBP Received 2m in F2,LBP Received 2m in F3,LBP Received 5m,LBP Received 5m in F2,LBP Received 5m in F3,LBP Received Avg Dist,LBP Received Avg Dist in F2,LBP Received Avg Dist in F3,LBP to Space 10m,LBP to Space 10m in F2,LBP to Space 10m in F3,LBP to Space 2m,LBP to Space 2m in F2,LBP to Space 2m in F3,LBP to Space 5m,LBP to Space 5m in F2,LBP to Space 5m in F3
Midfielder,Abdoulaye Diop,Detroit City,26,6.501667,14,585.15,7,0,1.076647,0,1.076647,0.07890312,0,0,0,0.07890312,2.3071005,0.6666667,1.3842604,0.46142012,1.2304536,0,0.92284024,2.153294,-0.15131731,0,1.9994873,0.15131731,0,0,0,,0.095430285,0.5,0.92284024,0.01369863,0.07241418,0.078468819,0,0,0.1538067,11.843117,46.70664,5.9984612,0.036363636,0.3076134,6.306075,24.147654,0.3076134,3.0761342,0.31270555,0.26303133,0.75,0.92284024,0.46142012,0.4,0,3.229941,1.6907747,1.953806,0.785714286,1.6918738,1.9994873,46.802223,0.92284024,3.3837476,2.3071005,0.6818182,20.53475,5.3832345,19.225838,9.074595,0.472,0.2,0.3076134,9.843629,0.6152268,0,0.76903355,2.4609072,0.1538067,0.2,0.1538067,0,1.8456805,27.22379,0.84745765,5.61232,3.3837476,0.30709586,0.40593192,0.21875,0.125,0.65625,0.220994475,0.116022099,0.662983425,57.66565,-0.03474288,0.082706767,0.5,1.2304536,26.762367,0.287292818,0.82320442,1.076647,0.788461538,1.6918738,0.60374284,18.31234084,0.9829335,18.91608429,0.9724733,17.99981321,18.39538765,0,0,0.16574585,0.08839779,3.5221736,0.2816728,0,0,0,0,0,0,0,0,0,0,,,0,-0.11211455,0.028876502,,-0.07241421,-0.001386791,0.01221064,4.595374,5.252976,4.8584294,0.048780486,0.85365856,0.31707317,0.074074075,0.8518519,0.4074074,0.06666667,0.8,0.33333334,1.835798,1.3768485,0.75,0.917899,1,0,,0.917899,0,0.007615689,0.009402041,,0.08888889,0.083333336,0,2.753697,1.3768485,0.4589495,2.85,2.15,,0,0,0,2.2947476,0.917899,0,1.3768485,0.4589495,0,4.288,4.895,,0,0,0,0.917899,0.4589495,0,0,0,0
Attacking Midfielder / Winger,Keita,Getafe,22,1.2168518,3,109.51666,1,0,0,0,0,0,0,0,0,0,1.6435854,0,3.287171,3.287171,0,0,0,4.9307566,-0.03690112,0,1.6435854,0.03690112,0,0,0,,0,0,1.6435854,0.037037037,0.03690112,0.022451598,0,0,0,18.079441,45.62004,5.752549,0,1.6435854,1.6435854,33.6935,0.8217927,2.4653783,0.8512845,0.5375206,0.333333333,1.6435854,1.6435854,0.5,0,4.9307566,1.0750412,1.6125618,0.5,1.6435854,2.4653783,49.270832,0,3.287171,0.8217927,0.25,12.370608,1.6435854,27.119162,12.326891,0.45454547,1,0,8.217928,0.8217927,0,0.8217927,1.6435854,0,1,0.8217927,0,0.8217927,20.544819,0.68,3.4043293,2.4653783,0.13006458,0.14710352,0.2,0.1,0.7,0.142857143,0.25,0.607142857,60.88654,0.017857144,0.133333333,0.25,0.8217927,22.188404,0.285714286,0.607142857,3.287171,0.625,1.6435854,0.963974,19.97355652,0.9017444,20.93753052,1.1287214,18.01104377,23.63263702,0,0,0.42857143,0.14285715,2.4653783,0.36585367,0,0,0,0,0,0,0,0,0,0,,,0,-0.03782799,0.06023176,,-0.09642883,-0.07454374,-0.044288866,3.9819748,3.7884383,3.8689497,0.045454547,0.72727275,0.3181818,0.0625,0.6875,0.25,0,0.6666667,0.33333334,6.574342,3.287171,0.5,2.4653783,0.6,0.8217927,0.5,4.108964,1.6435854,-0.022406574,-0.02601962,-0.028475355,0.32,0.29411766,0.2857143,2.4653783,2.4653783,0.8217927,5.257208,6.5108747,6.5108747,0.8217927,0.8217927,0,0.8217927,0.8217927,0,0.8217927,0.8217927,0,7.1543236,7.1543236,,0,0,0,1.6435854,0.8217927,0.8217927,0.8217927,0.8217927,0.8217927
Centre Back,Abdulay Juma Bah,Real Valladolid,19,10.628333,12,956.55,10,0,0.09408813,0,0.09408813,0.002543686,0,0,0,0.002543686,0.47044066,0.8,0.47044066,0.09408813,0.56452876,0,0.37635252,0.18817626,-0.020227449,0,0.37635252,0.020227449,0,0,0,,0.002018999,0.333333333,0.28226438,0,0.017683763,0.062649642,0,0,0.09408813,4.422142,21.65109,8.562019,0.066666667,5.4571114,4.422142,8.844284,0.9408813,1.6935863,3.455314,0.58793294,0.8,3.0108202,0,1,0,0.56452876,0.6971989,1.2851318,1,1.1290575,2.069939,28.885073,0,0.8467932,0.28226438,0.33333334,4.6886034,2.3522034,7.150698,0.6586169,0.09210526,,0,1.3172338,0,0,0,0.75270504,0,,0,0,0.75270504,31.143171,0.978852,4.027558,1.3172338,0.20568949,0.2130202,0,0.428571429,0.571428571,0.027027027,0.267813268,0.705159705,34.005245,-0.20055282,0.108359133,0.5,3.2930844,37.541164,0.196560197,0.825552826,7.150698,0.625,4.892583,-1.4237043,24.34917268,0.91061336,22.92546844,0.87832105,22.17268154,20.13592148,0,0,0.17199017,0.088452086,1.4395483,0.153,0,0,0,0,0,0,0,0,0,0,,,0,0.119662724,0.030352928,,0.13913779,0.023351435,-0.034229316,11.682418,10.520196,1.9220368,0.64285713,0.99159664,0.9285714,0.5882353,0.9411765,0.7647059,0,0.5,0,6.6802573,2.6344676,0.3943662,0.28226438,0.375,0,0,0.75270504,0.18817626,0.02161179,-0.003402246,-0.004759642,0.20170455,0.23529412,0.4,0,0,0,3.9413989,3.7317815,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1.5054101,0.09408813,0,0.18817626,0,0
Full Back,Abel Bretones Cruz,Osasuna,24,25.773144,35,2319.583,20,0,0.6984014,0,0.6984014,0.03948985,0,0,0,0.03948985,1.2028024,0.5862069,1.1252023,0.46560094,1.3580027,0,0.6596013,1.008802,0.01824343,0.07760015,1.1640023,0.05935672,0.166666667,0.07760015,0.07760015,,0.030677471,0.333333333,0.46560094,0.005322295,0.019866876,0.042669321,0,0,0.116400234,7.9152155,34.5841,9.040419,0.025641026,1.7460034,4.733609,17.304834,1.4356029,3.0264063,1.5363946,1.2333617,0.564102564,0.8536017,0.7760015,0.6122449,0.038800076,1.047602,2.0546932,3.2880547,0.74025974,2.2116044,3.647207,38.077553,0.38800076,2.2116044,1.7072034,0.7719298,12.596491,3.2980065,14.045628,4.4232087,0.31491712,0.243243243,0.23280047,6.9840136,0.8536017,0.1552003,1.0864022,1.6684033,0.23280047,0.464285714,0.6984014,0,0.81480163,28.828457,0.92462987,4.5963187,3.647207,0.24130152,0.28950748,0.144444444,0.194444444,0.661111111,0.116666667,0.277777778,0.605555556,51.80448,-0.09790765,0.967297762,0.435714286,2.3668046,33.484467,0.142592593,0.727777778,2.522005,0.62987013,4.656009,-1.699252,20.29760742,0.89635366,18.59835625,0.8914462,18.19383523,16.57943344,0,0,0.2212963,0.094444446,3.8024077,0.29080117,0,0,0,0,0,0,0,0,0,0,,,0,0.009046729,0.06561585,,0.18921944,0.11588781,-0.001330972,7.653891,7.291774,6.92878,0.2638889,0.9513889,0.7274306,0.24096386,0.9487952,0.71385545,0.20666666,0.93333334,0.6666667,7.837616,3.1428063,0.4009901,1.2804025,0.32673267,0.6208012,0.21052632,3.918808,2.9488058,0.036916897,0.014002836,0.007337308,0.25408804,0.26578948,0.4108108,0.97000194,0.7760015,0.5432011,5.0707536,5.6091566,6.015274,0.1552003,0.1552003,0.07760015,0.7760015,0.6596013,0.46560094,0.3492007,0.3104006,0.1552003,6.6938977,6.8777356,5.865337,0.1552003,0.038800076,0.038800076,2.095204,0.6596013,0.38800076,0.6984014,0.27160054,0.1552003
Striker,Abel Ruiz,Girona,25,16.172407,23,1455.5167,17,0,0.49466968,0,0.49466968,0.04483013,0,0,0,0.04483013,1.6076765,0.46153846,0.80383825,0.432836,1.0511731,0,0.37100226,2.1641798,-0.04214606,0.18550113,1.7931776,0.22764719,0.142857143,0.24733484,0.18550113,0.5,0.123980604,0.333333333,1.2985079,0.032733224,0.18281709,0.140790111,0,0,0.18550113,11.624738,63.09905,2.2260137,0.01863354,0.432836,3.215353,21.208963,0.37100226,1.2985079,0.5744866,0.47649425,0.212121212,0.432836,0.24733484,0.2,0,0.5565034,0.5832652,1.0597594,0.636363636,0.432836,0.80383825,64.75193,0.432836,3.0916855,2.2260137,0.72,26.184366,2.6588495,20.219624,14.963758,0.74006116,0.5,0.7420045,6.121537,0.37100226,0.432836,0.37100226,5.812369,0,0,0.18550113,0.12366742,5.4413667,16.6951,0.7925926,5.745913,1.484009,0.21380694,0.3516975,0.222222222,0.131313131,0.646464646,0.245487365,0.079422383,0.675090253,60.562344,-0.031131875,0.114537445,0.5625,0.5565034,15.149259,0.306859206,0.866425993,0.7420045,0.835294118,0.68017083,-0.8350868,15.71836748,0.97391886,14.88328075,0.9853427,15.30841471,14.66513157,0,0,0.11191336,0.06859206,2.8629007,0.22807883,0,0,0,0,0,0,0,0,0,0,,,0,0.005024722,-0.049917556,,-0.055556156,-0.010204342,-4.59E-04,3.5784779,3.6828363,3.4459484,0.022900764,0.70610684,0.22519083,0.024154589,0.7246377,0.23188406,0.016806724,0.7226891,0.18487395,0.867659,0.4338295,0.5,0.24790259,0.5,0.061975647,0.25,0.49580517,0.24790259,0.009464625,0.00628807,0.006224266,0.05982906,0.051612902,0.04761905,9.916103,7.68498,4.7101493,5.676243,4.651018,4.087072,0.061975647,0,0,6.6313944,5.26793,3.0987823,1.6113667,1.3014885,0.37185386,3.1802793,3.278105,3.046596,0.061975647,0,0,0.4338295,0.24790259,0.061975647,0.18592693,0.12395129,0
,A.Bassinga,Las Palmas,19,0.11592592,1,10.433333,0,0,0,0,0,0,0,0,0,0,8.626198,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,25.878593,43.308334,8.626198,0,0,8.626198,60.383385,0,8.626198,0,0,,0,0,,0,17.252396,0,0,,0,0,44.50786,0,8.626198,8.626198,1,41.547558,8.626198,43.130993,17.252396,0.4,,0,8.626198,0,0,0,0,0,,0,0,0,43.130993,0.8,5.5627966,8.626198,0,0,0,0,1,0,0.25,0.75,55.408333,0.25,0.666666667,1,8.626198,34.50479,0.25,0.75,8.626198,1,0,21.65261,32.22911072,1.0072637,53.8817215,1,32.46321106,53.8817215,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,-0.30671617,-0.030061109,,-0.657724,-0.3209467,,7.0033517,8.288552,,0,1,0.6666667,0,1,1,,,,8.626198,0,0,0,0,0,,8.626198,0,-0.14340666,-0.14340666,,0.25,0.5,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Goalkeeper,Abraham Romero,Colorado Springs,27,5.478148,5,493.03333,5,0,0.18254343,0,0.18254343,0.001726162,0,0,0,0.001726162,0,1,0.18254343,0,0.18254343,0,0.18254343,0,-0.001726162,0,0.18254343,0.001726162,,0,0,,0,,0,0,0,,0.18254343,0,0.18254343,0,2.3954225,5.4763036,0,0,6.7541075,0,0,0,0,0,,0,0,1,0,0.18254343,0.21788451,0.21788451,1,0.18254343,0.18254343,,0,0,0,,0,0,0,0,,,0,0.91271716,0,0,0,0,0,,0,0,0,28.476776,1,4.8178496,1.2778041,0.27385262,0.27385262,0,0.8,0.2,0,0.351351351,0.648648649,13.286239,-0.038288288,0.152866242,0.445783133,6.7541075,33.222904,0.126126126,0.788288288,2.3730648,0.75,12.778041,1.9468354,36.98080307,0.7826945,38.92763901,0.8482561,28.94467076,33.02060699,0.017436204,22.497416,0.117117114,0.022522522,1.7159083,0.13239436,13.325672,0.672067055,1.6428909,-0.086478755,0,0,1.4504802,1.5564123,0.653846154,4.7461295,0.356164384,-0.018220901,1.3594425,-0.007855733,0.06572572,-0.17461014,-0.033958804,0.082781434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midfielder,Brem Soumaoro,Indy Eleven,29,2.009815,7,180.88335,2,0,0.49755824,0,0.49755824,0.012259865,0,0,0,0.012259865,0.49755824,1,0.49755824,0,0.9951165,0,0.49755824,0,-0.026673414,0,1.4926748,0.026673414,0,0,0,,0,0,0.9951165,0.029850746,0.01441355,0.014484284,0,0,0,6.9658155,41.639057,9.453607,0.03125,1.4926748,2.4877913,21.395004,0,5.4731407,1.1646683,0,0,0,0,1,0,0.9951165,0.84617335,0.84617335,1,2.4877913,2.4877913,43.658176,0.9951165,5.4731407,3.4829078,0.6363636,10.9261465,1.4926748,17.912096,7.463373,0.41666666,,0,2.4877913,0,0,0,0,0,,0,0,0,15.921864,0.96875,3.4215934,0.9951165,0.01441355,0.026673414,0,0.2,0.8,0.135135135,0.108108108,0.756756757,49.23393,0.024024025,0.033333333,0.5,0.49755824,18.409655,0.243243243,0.864864865,1.4926748,0.888888889,0.9951165,-4.239467,16.1984022,0.9191898,11.95893478,1.0801032,14.8894062,12.91688347,0,0,0.1891892,0.10810811,0.49755824,0.05649717,0,0,0,0,0,0,0,0,0,0,,,0,0.026513286,0.050091334,,0.044206545,-0.005750276,-0.026647791,2.8917668,2.8917668,2.8917668,0,1,0,0,1,0,0,1,0,0,0,,0,,0,,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Full Back,Adama Boiro Boiro,Athletic Club,22,13.158519,18,1184.2667,13,0,0.37998196,0,0.37998196,0.030124016,0,0,0,0.030124016,1.7479169,0.42105263,1.4439315,0.8359603,0.7599639,0,0.6079712,1.7479169,-0.054072045,0,0.7599639,0.054072045,0,0,0,,0,0,0.37998196,0.003541913,0.02394803,0.063024122,0,0,0.22798917,6.611686,38.73614,8.359603,0.040816327,1.7479169,3.4958339,15.047286,1.7479169,3.4958339,1.6671352,1.4838055,0.75,1.8239133,0.45597833,0.75,0.0759964,0.9879531,1.3553977,2.8392034,0.76,1.4439315,3.1918485,44.26223,0.22798917,2.5838773,1.9759063,0.7647059,10.399139,2.5838773,12.615401,5.1677547,0.40963855,0.1,0.0759964,7.903625,0.53197473,0.0759964,0.6079712,1.6719207,0.0759964,0.125,0.1519928,0,1.1399459,28.878628,0.8815789,5.2092304,4.3317943,0.18625176,0.20547779,0.182692308,0.182692308,0.634615385,0.170542636,0.253875969,0.575581395,53.02041,-0.047140844,0.921824104,0.366666667,0.8359603,31.082525,0.149224806,0.800387597,2.127899,0.753246753,1.8999099,-1.9592904,17.33134803,0.93497366,15.37205791,0.96846074,16.20435339,14.88723469,0,0,0.22674419,0.13565892,4.172202,0.25859636,0,0,0,0,0,0,0,0,0,0,,,0,0.024887687,0.091263115,,0.122649536,0.029650293,-0.023151577,8.305777,8.092869,6.7793283,0.322807,0.9649123,0.7614035,0.31578946,0.9766082,0.76023394,0.15625,0.9375,0.6875,4.7117767,2.2798917,0.48387095,1.4439315,0.54285717,0.68396753,0.4090909,2.6598737,1.6719207,0.019643737,0.016943147,0.011469193,0.16272967,0.17766498,0.27160493,1.1399459,1.0639495,0.91195667,4.669387,3.4714777,3.1938097,0.22798917,0.1519928,0.0759964,0.91195667,0.8359603,0.68396753,0.45597833,0.37998196,0.3039856,6.394552,5.7325525,5.3815985,0.0759964,0,0,1.2159424,0.8359603,0.3039856,0.3039856,0.0759964,0
Full Back,Adam Aznou,Real Valladolid,18,10.846666,13,976.2,10,0,0.46097112,0,0.46097112,0.033364892,0,0,0,0.033364892,1.3829134,0.5675676,3.4111862,1.4751076,1.8438845,0,1.9360787,3.1346035,-0.051997136,0,0.829748,0.051997136,0,0,0,,0.003173946,0.25,0.3687769,0.003236246,0.01863224,0.050524428,0,0,0.09219422,12.446219,30.903692,9.311617,0.075757576,2.3048556,7.375538,27.197296,1.9360787,3.2267976,1.5879576,1.681761,0.666666667,1.2907192,1.8438845,0.53846157,0,1.5673018,1.9581599,3.6399212,0.615384615,2.950215,4.886294,32.892677,0.3687769,3.5033803,2.0282729,0.57894737,15.250787,5.347265,22.679777,5.2550707,0.23170732,0.142857143,0.09219422,4.3331285,0.27658266,0,0.27658266,1.659496,0,0.333333333,0.09219422,0.18438844,1.3829134,27.658266,0.8433333,5.7187552,3.0424092,0.2353881,0.26901078,0.085106383,0.255319149,0.659574468,0.122507123,0.384615385,0.492877493,47.238884,-0.15842934,0.888297872,0.375,1.1063306,25.353413,0.196581197,0.723646724,2.950215,0.565217391,2.3048556,-1.3889134,18.44013338,0.9094017,17.05121994,1.0361223,16.76948896,17.6671505,0,0,0.21937323,0.10541311,3.3282113,0.26216415,0,0,0,0,0,0,0,0,0,0,,,0,0.072478004,0.08020248,,0.14398535,0.023832452,-0.032527562,7.017147,6.6623077,6.0824356,0.21243523,0.91709846,0.626943,0.1954023,0.90804595,0.62068963,0.09090909,0.93939394,0.6363636,4.3331285,1.659496,0.38297874,0.3687769,0.21052632,0.18438844,0.16666667,1.7516901,1.1063306,0.008331548,0.003648038,0.005349327,0.18503937,0.17757009,0.26086956,1.8438845,1.659496,1.0141364,4.7427907,3.7395658,3.7395658,0.09219422,0.09219422,0.09219422,1.4751076,1.2907192,0.92194223,0.7375538,0.7375538,0.5531653,5.1796994,5.356711,6.0238705,0,0,0,1.1063306,0.18438844,0.18438844,0.46097112,0,0
Goalkeeper,Adam Beaudry,Colorado Springs,19,6.774815,6,609.73334,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0.44281653,0,2.4975724,3.0997157,0,0,6.789853,0.29521102,0,0,0,0,,0,0,,0,0,0,0,,0,0,8.96625,0,0,0,,0.20016745,0.14760551,0.29521102,0,0,,0,0.44281653,0,0,0,0,0,,0,0,0,18.893505,1,5.766356,0.88563305,0.105666555,0.105666555,0,0.666666667,0.333333333,0,0.407960199,0.592039801,13.849597,-0.11072298,0.221238938,0.438095238,6.789853,21.845615,0.233830846,0.706467662,4.8709817,0.595744681,10.627597,3.5923135,41.00589338,0.7530473,44.59820557,0.78623474,30.87937734,35.06465912,0.005775182,18.80003,0.15920398,0.03482587,0.81183034,0.07402422,9.889569,0.59563328,1.0332385,0.22018331,0,0,1.754298,1.2534218,0.666666667,3.0997157,0.313432836,0.071033387,1.0456859,,0.03245554,0.15567888,0.2642238,0.07608938,,17.241573,,,0.80487806,0.9756098,0.9756098,,,,,,,3.1863534,2.3173478,0.72727275,0,,0,,0,0,0.017247705,,,0.18032786,,,0,0,0,4.599498,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1.4483424,0,0,0.57933694,0,0
Striker,A.Luckhurst,North Carolina,23,5.6596293,14,509.36664,4,0.17669001,0.35338002,0.17669001,0.35338002,0.043261554,0,0,0,0.043261554,1.0601401,0,0.35338002,0.35338002,1.4135201,0,0,2.1202803,0.13073492,0.35338002,2.1202803,0.2226451,0.1,0.17669001,0.17669001,,0.13547581,0.4,1.7669002,0.055555556,0.17938356,0.101524448,0,0,0,14.311892,60.225002,3.7104905,0,0.53007007,3.5338004,34.101173,0.35338002,2.2969701,0.48732346,0.3250717,0.416666667,1.7669002,0.53007007,0.25,0,1.7669002,0.4529498,0.7780215,0.5,0.53007007,0.8834501,61.516792,0.35338002,4.2405605,3.8871803,0.9166667,26.96177,3.0037305,31.804203,22.793013,0.71666664,0,0.35338002,3.3571105,0.17669001,0.17669001,0.17669001,3.3571105,0,0,0,0,3.1804204,10.424711,0.69491524,6.80063,0.35338002,0.20818475,0.3724952,0.263157895,0.052631579,0.684210526,0.240740741,0.12962963,0.62962963,64.227875,-0.17676768,0.121212121,0.666666667,0.35338002,9.011191,0.407407407,0.722222222,0.53007007,0.545454545,0.53007007,-2.6768966,15.41249932,0.98910046,12.73560238,1.0420029,15.24450997,13.27053452,0,0,0.2962963,0.14814815,1.5548722,0.14170693,0,0,0,0,0,0,0,0,0,0,,,0,-0.04085573,0.014457489,,-0.001734648,0.022773508,0.00189009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striker,Adam Mikael Larsson,Monterey Bay,26,7.74889,12,697.4001,5,0.12905075,0.9033552,0.12905075,0.9033552,0.0711616,0,0,0,0.0711616,0.9033552,0.6666667,0.38715222,0.12905075,0.77430445,0,0.2581015,1.9357611,-0.16770716,0.2581015,2.3229134,0.4258087,0.090909091,0.12905075,0.12905075,,0.17843291,0.272727273,1.4195582,0.063829787,0.35464707,0.249829184,0,0,0.12905075,6.452537,64.88287,2.3229134,0.011235955,0.12905075,2.4519641,15.486089,0,1.5486089,0.1373505,0,0.2,0.38715222,0.2581015,0.33333334,0,1.032406,0.30539617,0.30539617,0.6,0.38715222,0.38715222,65.66963,0,2.7100656,1.9357611,0.71428573,12.847996,1.9357611,14.195581,11.098364,0.7818182,0.2,0.516203,2.4519641,0.2581015,0.38715222,0.2581015,4.129624,0,0.5,0.12905075,0,3.8715222,8.904501,0.7246377,4.344641,0.6452537,0.32688963,0.49718007,0.052631579,0.105263158,0.842105263,0.117647059,0.147058824,0.735294118,60.84503,0.10294118,0.052631579,0.666666667,0.2581015,7.3558927,0.176470588,0.647058824,0.12905075,0.75,0.38715222,-3.6330864,14.29447488,0.90905064,10.6613884,1.0562046,12.99440141,11.26060677,0,0,0.38235295,0.0882353,2.103527,0.18607304,0,0,0,0,0,0,0,0,0,0,,,0,0.05309787,0.036779936,,0.023833511,-0.007083279,-0.05896099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striker,Adewale Obalola,Hartford Athletic,21,11.375184,23,1023.7666,10,0.08791066,0.527464,0.08791066,0.527464,0.052171778,0,0,0,0.052171778,1.1428386,0.47826087,2.0219452,1.054928,1.8461239,0,0.9670173,3.428516,0.14243382,0.263732,1.4065706,0.121298164,0.2,0.17582132,0.17582132,,0.068258375,0.4,0.87910664,0.02259887,0.06912638,0.078632534,0,0.08791066,0.43955332,15.384366,57.316483,5.890014,0,0.35164264,6.065836,31.472015,0.43955332,2.9010518,0.23346093,0.38017702,0.314814815,1.4944813,0.7032853,0.27272728,0,2.9010518,1.6877227,2.0678997,0.741935484,2.0219452,2.4614985,57.792618,1.5823919,5.890014,4.4834437,0.76119405,19.914738,5.2746396,26.549019,17.054668,0.6423841,0.25,0.17582132,4.922997,0.43955332,0.17582132,0.43955332,2.813141,0,0.4,0.35164264,0.08791066,2.3735878,18.197508,0.77294683,5.9975734,1.6703026,0.18222634,0.2684205,0.160714286,0.160714286,0.678571429,0.16091954,0.183908046,0.655172414,57.58441,-0.052934058,0.155339806,0.4,0.7032853,15.208545,0.327586207,0.649425287,0.7032853,0.596491228,1.4065706,-2.9099731,18.51970804,0.93641424,15.60973454,0.80578786,17.34211879,12.57813454,0,0,0.31609195,0.109195404,1.5823919,0.15490533,0,0,0,0,0,0,0,0,0,0,,,0,0.039548796,0.053093683,,0.032498535,0.00601544,-0.0661594,4.1900487,3.752518,3.580969,0.11111111,0.5555556,0.3015873,0.094339624,0.5471698,0.26415095,0.05263158,0.6052632,0.23684211,3.0036502,0.9386407,0.3125,0.75091255,0.4,0.18772814,0.33333334,1.8772814,0.56318444,0.00567668,0.008930085,0.002081627,0.25,0.23809524,0.14285715,5.444116,5.06866,3.942291,4.67,4.67,3.58,0.18772814,0,0,2.440466,2.2527378,2.0650096,0.56318444,0.37545627,0.37545627,3.3592572,2.6443353,2.8419087,0,0,0,0.56318444,0.56318444,0.18772814,0.18772814,0.18772814,0
